domain_id	Accession_pfam	Clan_pfam	EC_phrog	Function_pfam	Function_phrog	L1_phrog	alignment_length	bit_score
phrog_3877					hypothetical	unknown function	285.0	572.88
phrog_4797					hypothetical	unknown function	912.0	1346.65
SMC_N	PF02463	CL0023		RecF/RecN/SMC N terminal domain			552.0	38.65
phrog_2226					SAM-dependent methyltransferase	other	152.0	170.57
KilA-N	PF04383	CL0123		KilA-N domain			101.0	75.1
Phage_antitermQ	PF06530	CL0123		Phage antitermination protein Q			116.0	89.81
phrog_1700					hypothetical	unknown function	80.0	145.57
Phage_clamp_A	PF16790			Bacteriophage clamp loader A subunit			137.0	257.83
phrog_1105					DNA polymerase III theta subunit	DNA, RNA and nucleotide metabolism	86.0	122.9
phrog_12967					hypothetical	unknown function	78.0	183.87
phrog_1273					hypothetical	unknown function	114.0	64.73
phrog_1380					hypothetical	unknown function	62.0	94.14
phrog_7252					hypothetical	unknown function	81.0	118.09
phrog_280					virion structural protein	head and packaging	142.0	142.58
phrog_4038					hypothetical	unknown function	123.0	241.62
CapR	PF21817	CL0839		CapR homology domain			126.0	26.78
phrog_116					DNA methyltransferase	other	329.0	239.08
phrog_2254					hypothetical	unknown function	89.0	137.5
phrog_32657					hypothetical	unknown function	75.0	176.01
Gp7_helical	PF21428			Baseplate wedge protein gp7, helical domain			47.0	106.01
phrog_10169					hypothetical	unknown function	90.0	123.57
T4_Gp59_N	PF08993			T4 gene Gp59 loader of gp41 DNA helicase			93.0	179.96
phrog_3645					virion structural protein	head and packaging	205.0	274.58
phrog_11427					hypothetical	unknown function	140.0	262.78
phrog_16338					hypothetical	unknown function	93.0	130.27
phrog_1312					hypothetical	unknown function	48.0	55.86
GerE	PF00196	CL0123		Bacterial regulatory proteins, luxR family			39.0	27.82
Enc34_ssDNA-bd	PF10991	CL0021		Enterobacter phage Enc34, ssDNA-binding protein			196.0	112.66
phrog_29					major head protein	head and packaging	335.0	202.09
phrog_3299					hypothetical	unknown function	222.0	307.6
phrog_12321					tail fiber protein	tail	458.0	635.9
phrog_6006					hypothetical	unknown function	58.0	55.75
LtfC	PF23926			LtfC-like, beta-sandwich domain			132.0	50.83
phrog_22955					hypothetical	unknown function	87.0	206.45
DUF7369	PF24084			Domain of unknown function (DUF7369)			61.0	90.33
Phage_T3_1_05	PF25755			Enterobacteria phage T3 gene 1.05 protein			73.0	95.77
phrog_751					hypothetical	unknown function	52.0	83.82
Phage_T7_Gp5_9	PF25708			Phage T7 gp5.9 RecBCD inhibitor			50.0	28.84
phrog_598					DNA ejection	DNA, RNA and nucleotide metabolism	231.0	332.41
phrog_242					translation repressor	other	122.0	199.7
phrog_4939					hypothetical	unknown function	64.0	98.17
ATP-cone	PF03477			ATP cone domain			87.0	62.77
phrog_5271					hypothetical	unknown function	204.0	426.6
phrog_4422					hypothetical	unknown function	171.0	306.69
Phage_N4_Gp1	PF26891			Bacteriophage N4 gene product 1			108.0	157.74
T4_Tape_measure	PF25671			Phage T4-tail tape measure protein			582.0	660.42
phrog_11211					hypothetical	unknown function	80.0	175.89
D5_N	PF08706			D5 N terminal like			135.0	45.4
NAPRTase	PF04095	CL0036		Nicotinate phosphoribosyltransferase (NAPRTase) family			357.0	129.77
phrog_4343					hypothetical	unknown function	167.0	339.41
phrog_16157					hypothetical	unknown function	50.0	131.22
Phage_base_V	PF04717	CL0021		Type VI secretion system/phage-baseplate injector OB domain			68.0	72.47
phrog_31753					hypothetical	unknown function	149.0	68.52
phrog_241					head morphogenesis	head and packaging	363.0	323.79
SegE_GIY-YIG	PF19835	CL0418		Putative endonuclease segE, GIY-YIG domain			87.0	16.99
phrog_9157					hypothetical	unknown function	111.0	192.07
Phage_RepB	PF26815			Phage replication gene B protein family			166.0	323.68
phrog_22819					hypothetical	unknown function	31.0	64.37
phrog_4382					hypothetical	unknown function	131.0	213.27
phrog_2547					hypothetical	unknown function	133.0	217.89
phrog_9632					hypothetical	unknown function	93.0	154.78
Phage_pRha	PF09669			Phage regulatory protein Rha (Phage_pRha)			86.0	34.51
phrog_8683					hypothetical	unknown function	63.0	144.09
phrog_3261					hypothetical	unknown function	60.0	56.66
Phage_N4_Gp2	PF26984			Bacteriophage N4 gene product 2			110.0	143.17
Gp6-like_1st	PF21379			Baseplate wedge protein gp6-like, helical domain			74.0	148.42
phrog_27509					hypothetical	unknown function	114.0	252.18
phrog_3907					tail terminator	connector	161.0	292.2
phrog_5774					head-tail joining	connector	175.0	216.53
T4_RIIA1	PF24210			RIIA.1-like protein			67.0	113.55
phrog_8082					hypothetical	unknown function	66.0	143.19
BPP1_LPA	PF25716			Late promoter-activating protein			132.0	192.79
phrog_15151					hypothetical	unknown function	33.0	91.71
phrog_5976					hypothetical	unknown function	76.0	86.05
phrog_1457					lysis inhibition; accessory protein	lysis	82.0	154.26
Phage_stabilise	PF11134			Phage stabilisation protein			469.0	648.61
phrog_4516					hypothetical	unknown function	171.0	336.28
phrog_18323					hypothetical	unknown function	49.0	112.82
T4-Gluco-transf	PF09198	CL0113		Bacteriophage T4 beta-glucosyltransferase			166.0	377.95
phrog_20168					hypothetical	unknown function	75.0	155.69
phrog_14925					hypothetical	unknown function	50.0	98.86
phrog_16060					hypothetical	unknown function	28.0	68.88
phrog_14993					hypothetical	unknown function	92.0	201.49
Tape_meas_lam_C	PF09718			Lambda phage tail tape-measure protein (Tape_meas_lam_C)			76.0	76.17
phrog_342					internal virion protein with endolysin domain	head and packaging	1318.0	1194.83
Ead_Ea22	PF13935			Ead/Ea22-like protein			100.0	96.05
phrog_35					transcriptional repressor	transcription regulation	66.0	54.27
phrog_103					tail protein	tail	142.0	167.76
Phage_T4_Y06P	PF26876			Phage T4 Y06P protein			200.0	390.25
phrog_420					unknown function	unknown function	280.0	309.38
phrog_15210					lipoprotein	other	113.0	234.95
phrog_5773					head protein	head and packaging	69.0	142.16
phrog_2979					RIIA lysis inhibitor	lysis	837.0	887.43
phrog_10775					tail protein	tail	136.0	41.67
phrog_14585					hypothetical	unknown function	89.0	211.71
phrog_2886					RIIB lysis inhibitor	lysis	690.0	655.31
phrog_128					hypothetical	unknown function	70.0	110.21
phrog_358					hypothetical	unknown function	402.0	16.26
phrog_5359					hypothetical	unknown function	264.0	321.73
phrog_3955					hypothetical	unknown function	45.0	84.6
phrog_27229					hypothetical	unknown function	84.0	141.11
phrog_4082					hypothetical	unknown function	199.0	421.7
phrog_8119					hypothetical	unknown function	328.0	646.88
Phage_Tail_Tip	PF09327			Bacteriophage tail tip fiber protein			130.0	114.28
phrog_225					clamp loader of DNA polymerase	DNA, RNA and nucleotide metabolism	187.0	163.67
phrog_18561					hypothetical	unknown function	36.0	102.82
phrog_1356					holin	lysis	87.0	83.56
phrog_7812					hypothetical	unknown function	100.0	122.87
phrog_6869					hypothetical	unknown function	172.0	364.12
phrog_11811					hypothetical	unknown function	62.0	102.0
Hydrolase_2	PF07486			Cell Wall Hydrolase			112.0	71.85
phrog_28171					hypothetical	unknown function	201.0	24.97
phrog_8569					hypothetical	unknown function	172.0	177.8
phrog_1636					hypothetical	unknown function	156.0	373.8
phrog_14631					hypothetical	unknown function	34.0	81.02
phrog_405					DNA polymerase	DNA, RNA and nucleotide metabolism	965.0	863.75
DUF1353	PF07087			Protein of unknown function (DUF1353)			88.0	86.4
phrog_1033					ParB-like partition protein	DNA, RNA and nucleotide metabolism	269.0	301.62
phrog_4040					hypothetical	unknown function	114.0	216.21
phrog_667					hypothetical	unknown function	92.0	127.64
HTH_23	PF13384	CL0123		Homeodomain-like domain			41.0	28.36
phrog_5915					hypothetical	unknown function	45.0	86.76
SieB	PF14163			Super-infection exclusion protein B			160.0	105.24
I-TevI_ZnF	PF22635			Intron-associated endonuclease 1 zinc finger domain			31.0	72.59
DUF1833	PF08875	CL0249		Domain of unknown function (DUF1833)			147.0	61.48
MotA_activ	PF09114	CL0123		Transcription factor MotA, activation domain			95.0	150.2
DUF7247	PF23905			Domain of unknown function (DUF7247)			114.0	152.57
phrog_3696					hypothetical	unknown function	96.0	165.98
HTH_54	PF18607	CL0123		ParA helix turn helix domain			92.0	154.97
RdgC	PF04381			Putative exonuclease, RdgC			275.0	69.63
Phage_T5_AP_Endonuclease	PF26847			Phage T5 Apurinic/Apyrimidinic endonuclease family			114.0	244.82
phrog_24635					hypothetical	unknown function	109.0	226.59
phrog_2234					tail spike protein	tail	208.0	4.41
ProQ	PF04352			ProQ/FINO family			101.0	26.16
phrog_3815					COOH.NH2 ligase	other	268.0	394.12
phrog_874					hypothetical	unknown function	257.0	258.78
phrog_5011					outer membrane protein	other	32.0	90.27
phrog_38876					DNA polymerase exonuclease subunit	DNA, RNA and nucleotide metabolism	111.0	250.24
phrog_2568					ocr-like anti-restriction	moron, auxiliary metabolic gene and host takeover	117.0	183.51
TerC	PF03741	CL0292		Integral membrane protein TerC family			208.0	133.9
Phage_T4_Y00F	PF26820			Bacteriophage T4 Y00F protein			170.0	89.88
HNH_3	PF13392	CL0263		HNH endonuclease			45.0	55.9
dUTPase_2	PF08761	CL0231		dUTPase			149.0	10.79
phrog_27054					hypothetical	unknown function	79.0	188.86
phrog_2607					hypothetical	unknown function	200.0	355.82
phrog_16063					hypothetical	unknown function	72.0	132.61
phrog_3714					hypothetical	unknown function	154.0	167.44
phrog_2416					hypothetical	unknown function	92.0	136.33
phrog_175					holin	lysis	93.0	156.8
phrog_4535					hypothetical	unknown function	66.0	83.13
DUF7275	PF23940			Domain of unknown function (DUF7275)			186.0	254.44
phrog_15684					hypothetical	unknown function	1875.0	4410.79
phrog_3995					tail protein	tail	462.0	447.59
phrog_3215					hypothetical	unknown function	88.0	144.69
PriCT_2	PF08707			Primase C terminal 2 (PriCT-2)			73.0	71.24
phrog_4551					hypothetical	unknown function	90.0	155.05
phrog_5255					tail length tape measure protein	tail	777.0	1127.3
phrog_11241					hypothetical	unknown function	86.0	203.43
phrog_4453					hypothetical	unknown function	108.0	217.35
phrog_35263					unknown function	unknown function	102.0	238.77
DUF7415	PF24187			Domain of unknown function (DUF7415)			96.0	46.95
phrog_26061					hypothetical	unknown function	61.0	165.08
phrog_75					head-tail adaptor Ad1	connector	68.0	121.77
phrog_5					tail completion or Neck1 protein	connector	132.0	59.75
phrog_9340					hypothetical	unknown function	34.0	55.95
phrog_4379					hypothetical	unknown function	114.0	217.15
phrog_33982					hypothetical	unknown function	68.0	175.56
phrog_739					Rz-like spanin	lysis	117.0	138.1
TMP_3	PF20155			Tape measure protein			191.0	64.41
phrog_31823					hypothetical	unknown function	37.0	111.61
TMP_N	PF24164			Tape measure protein N-terminal			82.0	117.29
phrog_168					clamp loader of DNA polymerase	DNA, RNA and nucleotide metabolism	319.0	453.14
phrog_469					tail protein	tail	846.0	831.63
phrog_13661					hypothetical	unknown function	110.0	249.29
phrog_15662					hypothetical	unknown function	69.0	115.31
phrog_9585					hypothetical	unknown function	97.0	152.22
phrog_28042					replication initiation protein	DNA, RNA and nucleotide metabolism	45.0	112.49
phrog_4495					hypothetical	unknown function	126.0	241.42
phrog_6887					hypothetical	unknown function	72.0	133.68
phrog_8202					hypothetical	unknown function	96.0	185.35
phrog_237					head scaffolding protein	head and packaging	269.0	299.39
DarA_N	PF18788			Defence against restriction A N-terminal			140.0	143.41
phrog_9500					CsrA-like regulator	transcription regulation	60.0	36.75
phrog_559					HNH endonuclease	DNA, RNA and nucleotide metabolism	295.0	125.31
phrog_2162					Sir2 (NAD-dependent deacetylase)	DNA, RNA and nucleotide metabolism	253.0	340.74
phrog_28884					hypothetical	unknown function	228.0	540.34
phrog_967					baseplate wedge tail fiber protein connector	tail	288.0	445.48
phrog_68					portal protein	head and packaging	344.0	587.76
phrog_8596					hypothetical	unknown function	42.0	107.81
phrog_6020					major head protein	head and packaging	341.0	501.83
phrog_5932					hypothetical	unknown function	64.0	91.89
ORF11CD3	PF10549			ORF11CD3 domain			54.0	75.34
phrog_12606					hypothetical	unknown function	110.0	138.57
NUDIX	PF00293	CL0261		NUDIX domain			135.0	50.09
P22_CoatProtein	PF11651	CL0373		P22 coat protein - gene protein 5			428.0	601.26
phrog_10685					hypothetical	unknown function	64.0	137.58
Phage_Y01A	PF25693			Bacteriophage T4-like Y01A protein			95.0	57.05
phrog_4457					hypothetical	unknown function	74.0	146.03
phrog_17117					hypothetical	unknown function	56.0	101.08
phrog_25653					hypothetical	unknown function	82.0	193.41
phrog_6202					tail fiber protein	tail	410.0	257.44
phrog_1880					PnuC-like nicotinamide mononucleotide transport	moron, auxiliary metabolic gene and host takeover	225.0	249.6
Resolvase	PF00239			Resolvase, N terminal domain			140.0	77.01
phrog_18624					hypothetical	unknown function	56.0	36.82
Phage_T7_1_5	PF26858			Phage T7 protein 1.5			29.0	75.15
phrog_14688					lipoprotein	other	146.0	315.48
phrog_977					baseplate wedge subunit	tail	334.0	652.25
Phage_capsid_4	PF25209	CL0373		Phage capsid protein			275.0	51.14
phrog_1510					superinfection exclusion	moron, auxiliary metabolic gene and host takeover	104.0	168.87
phrog_2746					host range and adsorption protein	moron, auxiliary metabolic gene and host takeover	133.0	165.33
phrog_9798					hypothetical	unknown function	101.0	219.64
phrog_13627					hypothetical	unknown function	57.0	41.8
phrog_26866					hypothetical	unknown function	60.0	126.77
phrog_15636					hypothetical	unknown function	51.0	137.37
phrog_269					DNA helicase loader	DNA, RNA and nucleotide metabolism	210.0	285.54
phrog_17424					hypothetical	unknown function	47.0	125.85
phrog_50					DnaC-like helicase loader	DNA, RNA and nucleotide metabolism	286.0	257.3
phrog_735					terminase small subunit	head and packaging	164.0	264.14
DUF7446	PF24233			Family of unknown function (DUF7446)			74.0	66.97
phrog_149					exonuclease	DNA, RNA and nucleotide metabolism	226.0	433.23
phrog_8099					hypothetical	unknown function	90.0	162.28
phrog_8792					hypothetical	unknown function	107.0	144.31
DNA_ligase_C	PF17879	CL0021		DNA ligase C-terminal domain			109.0	250.75
phrog_1339					internal virion protein	head and packaging	743.0	1202.1
phrog_112					Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	232.0	150.12
SU10_portal	PF23899	CL0838		Phage SU10 portal protein			606.0	511.91
phrog_4023					hypothetical	unknown function	135.0	210.57
Baseplate_J_M	PF26078			Baseplate J-like central domain			74.0	36.1
phrog_14355					hypothetical	unknown function	264.0	633.82
phrog_1582					hypothetical	unknown function	121.0	219.94
Phage_T4_IpII	PF26874			Phage T4 internal protein II			100.0	223.98
phrog_29431					hypothetical	unknown function	111.0	240.98
phrog_26489					hypothetical	unknown function	50.0	44.89
DNA_pol3_theta	PF06440			DNA polymerase III, theta subunit			70.0	115.99
phrog_16587					hypothetical	unknown function	68.0	66.96
T4_Rnl1_C	PF20819			T4 RNA ligase 1, C-terminal domain			122.0	128.92
phrog_2340					endonuclease	DNA, RNA and nucleotide metabolism	159.0	198.2
phrog_22269					hypothetical	unknown function	74.0	172.64
phrog_28965					hypothetical	unknown function	86.0	162.18
Phage_T7_tail	PF03906			Phage T7 tail fibre protein, N-terminal domain			131.0	193.86
RNase_H	PF00075	CL0219		RNase H			140.0	30.24
phrog_25538					hypothetical	unknown function	277.0	364.48
phrog_7379					hypothetical	unknown function	131.0	225.67
HDPD	PF02924			Bacteriophage lambda head decoration protein D			108.0	75.96
phrog_15360					hypothetical	unknown function	76.0	173.52
phrog_14875					hypothetical	unknown function	38.0	104.87
phrog_14327					hypothetical	unknown function	64.0	75.63
phrog_578					head closure Hc3	connector	472.0	753.31
phrog_2049					unknown function	unknown function	109.0	188.46
DNA_PPF	PF02916	CL0060		DNA polymerase processivity factor			109.0	116.2
Phage_TAC_4	PF08748	CL0567		Phage tail assembly chaperone			104.0	113.39
HTH_3	PF01381	CL0123		Helix-turn-helix			56.0	40.86
phrog_8430					hypothetical	unknown function	164.0	202.83
HD_4	PF13328	CL0237		HD domain			147.0	55.73
